taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
hCoV-19/Timor-Leste/TL20/2020|EPI_ISL_456599|2020-04-13,B.6,0.0,0.97,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.05,Assigned from designation hash.
hCoV-19/Madagascar/VIRO-2722/2020|EPI_ISL_677635|2020-03-26,B.6,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Madagascar/VIRO-2728/2020|EPI_ISL_677636|2020-03-26,B.6,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Philippines/PH-RITM-0020/2020|EPI_ISL_491474|2020-06-22,B,0.56,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,Alt assignments: AY.43;B
hCoV-19/Pakistan/JRCGR-KHI46/2020|EPI_ISL_779263|2020-05-03,B,0.46,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.06,Alt assignments: A.3;B
hCoV-19/Oman/RESP-20-B-2937/2020|EPI_ISL_518848|2020-04-24,B.6,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Zambia/ZMB-67/2020|EPI_ISL_977298|2020-03-20,B.6,0.0,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,
hCoV-19/Papua_New_Guinea/35/2020|EPI_ISL_1307660|2020-12-07,B.6.8,0.28,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,Alt assignments: A.2.2;B.6;B.6.8
hCoV-19/Papua_New_Guinea/PNG085/2021|EPI_ISL_1424519|2021-01-22,B.6.8,0.03,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: B.6;B.6.8
hCoV-19/Papua_New_Guinea/13/2021|EPI_ISL_1322330|2021-01-09,B.6.8,0.03,0.96,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.05,Alt assignments: B.6;B.6.8
hCoV-19/South_Korea/CNUHV03-CA22/2020|EPI_ISL_591070|2020-05-20,A,0.08,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Malaysia/MKAK-CL-2020-5096/2020|EPI_ISL_416885|2020-01-30,A,0.22,0.99,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Malaysia/IMR_WC119/2020|EPI_ISL_455790|2020-01-30,A,0.14,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Thailand/SI203285-NT/2020|EPI_ISL_437612|2020-01-23,A.6,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-0089/2020|EPI_ISL_447029|2020-04-07,A.6,0.0,0.95,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.05,Assigned from designation hash.
hCoV-19/Vietnam/CM99/2020|EPI_ISL_416429|2020-02-11,A,0.01,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mexico/ZAC-InDRE-IBT-49/2020|EPI_ISL_1301519|2020-04-30,A.3,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/USA/IL-QDX-283/2020|EPI_ISL_571034|2020-03-19,A,0.0,0.99,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Panama/328933/2020|EPI_ISL_496616|2020-03-09,A,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Peru/LIM-INS-325/2020|EPI_ISL_1111223|2020-03-12,A,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Japan/TY-WK-012/2020|EPI_ISL_408665|2020-01-29,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/United_Arab_Emirates/skmc-920168117/2020|EPI_ISL_582125|2020-01-28,A,0.0,0.99,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Uruguay/UY-8M/2020|EPI_ISL_480345|2020-04-13,A.5,0.0,0.94,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,
hCoV-19/Uruguay/UY-NYUMC845/2020|EPI_ISL_457941|2020-03-17,A.5,0.08,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,
hCoV-19/Uruguay/UY-NYUMC869/2020|EPI_ISL_457965|2020-04-03,A.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Peru/LIM-UPCH-0081/2020|EPI_ISL_540959|2020-06-22,A.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mexico/QUE-InDRE-18/2020|EPI_ISL_455456|2020-03-12,A.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Malaysia/MKAK-CL-2020-6430/2020|EPI_ISL_416886|2020-02-04,A,0.02,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mexico/DUR-InDRE-09/2020|EPI_ISL_455432|2020-03-11,A.1,0.03,0.97,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.06,Assigned from designation hash.
hCoV-19/USA/WA-S872/2020|EPI_ISL_463362|2020-04-24,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/ID-UW-6348/2020|EPI_ISL_570099|2020-04-01,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Canada/Qc-JUS-V531141799/2020|EPI_ISL_1365839|2020-03-29,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-S858/2020|EPI_ISL_463348|2020-04-24,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-UW-6562/2020|EPI_ISL_437864|2020-04-05,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/PA-MGSC56-05/2020|EPI_ISL_436503|2020-03-25,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/MT-BHDH-074/2020|EPI_ISL_437433|2020-04-15,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mexico/CMX-INER-IBT-2/2020|EPI_ISL_1301718|2020-03-27,A.1,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Uganda/UG027/2020|EPI_ISL_737951|2020-04-04,A,0.03,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Ghana/WACCBIP-GS180/2020|EPI_ISL_1255113|2020-08-04,A.11,0.36,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/India/MH-NIV-5104/2020|EPI_ISL_454537|2020-03-26,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mali/UCRC-31/2020|EPI_ISL_812967|2020-03-31,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Egypt/CCHE57357-A-48/2020|EPI_ISL_812821|2020-07-28,A.28,0.17,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Jordan/Biolab032/2021|EPI_ISL_1970830|2021-02-09,A.28,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Guinea_Bissau/52LNSPGB/2020|EPI_ISL_2158598|2020-03-22,A,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Cote_d'Ivoire/BKE0447/2020|EPI_ISL_681837|2020-07-06,A.19,0.05,0.88,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.1,Alt assignments: A;A.19
hCoV-19/Burkina_Faso/609/2020|EPI_ISL_660522|2020-06-21,A.19,0.08,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
hCoV-19/Burkina_Faso/1174/2020|EPI_ISL_660478|2020-07-23,A.19,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Burkina_Faso/7581/2021|EPI_ISL_2142734|2021-01-20,A.19,0.08,0.97,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,
hCoV-19/Tunisia/SP-0347/2021|EPI_ISL_2035946|2021-03-03,A.27,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Burkina_Faso/B06-1484/2021|EPI_ISL_1591100|2021-01-25,A.27,0.0,0.93,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,
hCoV-19/Tunisia/SP-0154/2021|EPI_ISL_2035941|2021-02-07,A.27,0.08,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Togo/C5627/2021|EPI_ISL_1575444|2021-01-18,A.27,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Burkina_Faso/164/2021|EPI_ISL_2227201|2021-02-09,A.27,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Burkina_Faso/157/2021|EPI_ISL_2227200|2021-02-01,A.27,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Burkina_Faso/165/2021|EPI_ISL_2227202|2021-02-09,A.27,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Burkina_Faso/151/2021|EPI_ISL_2227198|2021-02-03,A.27,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Togo/BMC-49989-20/2020|EPI_ISL_1437749|2020-09-21,A,0.23,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Burkina_Faso/5990/2020|EPI_ISL_2142718|2020-12-29,A.21,0.01,0.97,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,Alt assignments: A;A.21
hCoV-19/Burkina_Faso/1977/2020|EPI_ISL_660526|2020-08-27,A.21,0.02,0.97,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.05,Assigned from designation hash.
hCoV-19/Cote_d'Ivoire/BKE1695-bc82/2021|EPI_ISL_1367698|2021-01-21,A.21,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Portugal/PT2992/2021|EPI_ISL_1494715|2021-01-25,A.21,0.08,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: A;A.21
hCoV-19/Belgium/ULG-11128/2020|EPI_ISL_737372|2020-12-18,A.21,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Burkina_Faso/80/2021|EPI_ISL_2178993|2021-01-11,A.21,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Cote_d'Ivoire/BKE-1976-bc64/2021|EPI_ISL_1365029|2021-02-09,A.21,0.0,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,
hCoV-19/Angola/KRISP-K010858/2021|EPI_ISL_1545290|2021-01-27,A.21,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Burkina_Faso/60/2021|EPI_ISL_2178990|2021-01-10,A.21,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/USA/GA-CDC-LC0010641/2021|EPI_ISL_1030807|2021-01-26,A.21,0.0,0.94,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,
hCoV-19/Cote_d'Ivoire/BKE2497-bc92/2021|EPI_ISL_1663680|2021-03-05,A.21,0.0,0.97,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,
hCoV-19/Czech_Republic/FNB13861/2021|EPI_ISL_1299940|2021-02-18,A.21,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Cote_d'Ivoire/BKE1007-bc22/2020|EPI_ISL_1662591|2020-09-14,A.18,0.42,0.96,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,Alt assignments: A;A.18
hCoV-19/Somalia/CV1159/2020|EPI_ISL_2107094|2020-07-08,A,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Ethiopia/ICGEB-S13/2021|EPI_ISL_2241611|2021-02-01,A,0.31,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Sweden/20-07739/2020|EPI_ISL_450816|2020-04-22,A.15,0.01,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Gambia/22139/2021|EPI_ISL_1731557|2021-01-12,A.29,0.08,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,Alt assignments: A.27;A.29
hCoV-19/Uganda/UG017/2020|EPI_ISL_451199|2020-04-20,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Kenya/C44035/2020|EPI_ISL_806572|2020-08-13,A.25,0.18,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,Alt assignments: A;A.25
hCoV-19/Kenya/C29517/2020|EPI_ISL_806635|2020-07-06,A.25,0.01,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,Alt assignments: A;A.25
hCoV-19/Uganda/UG053/2020|EPI_ISL_737970|2020-05-11,A,0.08,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Uganda/UG153/2020|EPI_ISL_954254|2020-09-02,A.23,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Cambodia/137932/2020|EPI_ISL_918363|2020-12-03,A.23.1,0.0,1.0,A.23.1-like,0.75,0.25,scorpio call: Alt alleles 9; Ref alleles 3; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Cambodia/137333/2020|EPI_ISL_918365|2020-12-02,A.23.1,0.0,1.0,A.23.1-like,0.75,0.25,scorpio call: Alt alleles 9; Ref alleles 3; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Kenya/C85262/2021|EPI_ISL_1440119|2021-02-26,A.23.1,0.07,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/India/KA-NIMH-SEQ-166/2021|EPI_ISL_995747|2021-01-20,A.23.1,0.0,0.97,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Latvia/1293/2021|EPI_ISL_1321930|2021-03-05,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Vietnam/HCMC-05042-02/2021|EPI_ISL_1366742|2021-02-07,A.23.1,0.0,0.98,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Vietnam/HCMC-05049-02/2021|EPI_ISL_1366745|2021-02-10,A.23.1,0.0,0.98,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Canada/ABPHL-03602/2021|EPI_ISL_2163763|2021-01-28,A.23.1,0.01,1.0,A.23.1-like,0.83,0.08,scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: A;A.23.1
hCoV-19/Uganda/UG218/2021|EPI_ISL_1469316|2021-01-23,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/DRC/6769/2021|EPI_ISL_1623756|2021-02-19,A.23.1,0.01,0.97,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.05,Alt assignments: A;A.23.1
hCoV-19/New_Zealand/21MV0066/2021|EPI_ISL_1016854|2021-02-08,A.23.1,0.0,0.99,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Indonesia/JK-NIHRD-MI2101485/2021|EPI_ISL_1169052|2021-02-02,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Indonesia/SU-NIHRD-WGS01094/2021|EPI_ISL_1265273|2021-01-28,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Indonesia/KS-NIHRD-WGS00922/2021|EPI_ISL_1257854|2021-01-22,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Indonesia/JK-NIHRD-WGS00869/2021|EPI_ISL_1257844|2021-02-02,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Canada/NB-NML-8797/2021|EPI_ISL_961610|2021-01-22,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Canada/NB-NML-8785/2021|EPI_ISL_961617|2021-01-20,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Canada/NB-NML-16171/2021|EPI_ISL_1164961|2021-01-26,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Canada/NB-NML-8792/2021|EPI_ISL_961613|2021-01-21,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/DRC/9523/2021|EPI_ISL_1623758|2021-02-27,A.23.1,0.01,0.97,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.05,Alt assignments: A;A.23.1
