name,accession,date,loc
hCoV-19/Argentina/PAIS-D0025/2020|EPI_ISL_792467|2020-03-26,EPI_ISL_792467,2020-03-26,Argentina
hCoV-19/Argentina/PAIS-E0102/2020|EPI_ISL_792524|2020-12-17,EPI_ISL_792524,2020-12-17,Argentina
hCoV-19/Argentina/PAIS-G0215/2021|EPI_ISL_2007569|2021-02-17,EPI_ISL_2007569,2021-02-17,Argentina
hCoV-19/Argentina/PAIS-H0006/2020|EPI_ISL_1396415|2020-08-25,EPI_ISL_1396415,2020-08-25,Argentina
hCoV-19/Armenia/IMB2-12/2021|EPI_ISL_1718293|2021-01-27,EPI_ISL_1718293,2021-01-27,Armenia
hCoV-19/Armenia/IMB2-4/2021|EPI_ISL_1718285|2021-01-27,EPI_ISL_1718285,2021-01-27,Armenia
hCoV-19/Armenia/IMB2-5/2021|EPI_ISL_1718286|2021-01-27,EPI_ISL_1718286,2021-01-27,Armenia
hCoV-19/Armenia/IMB2-8/2021|EPI_ISL_1718289|2021-01-27,EPI_ISL_1718289,2021-01-27,Armenia
hCoV-19/Armenia/IMB3-6/2021|EPI_ISL_1718299|2021-03-18,EPI_ISL_1718299,2021-03-18,Armenia
hCoV-19/Armenia/IMB3-8/2021|EPI_ISL_1718301|2021-03-18,EPI_ISL_1718301,2021-03-18,Armenia
hCoV-19/Armenia/IMB3-9/2021|EPI_ISL_1718302|2021-03-18,EPI_ISL_1718302,2021-03-18,Armenia
hCoV-19/Aruba/AW-RIVM-10390/2020|EPI_ISL_636516|2020-08-06,EPI_ISL_636516,2020-08-06,Aruba
hCoV-19/Aruba/AW-RIVM-10755/2021|EPI_ISL_1059913|2021-01-20,EPI_ISL_1059913,2021-01-20,Aruba
hCoV-19/Aruba/AW-RIVM-11395/2021|EPI_ISL_1014662|2021-01-28,EPI_ISL_1014662,2021-01-28,Aruba
hCoV-19/Aruba/AW-RIVM-11551/2021|EPI_ISL_1014638|2021-01-28,EPI_ISL_1014638,2021-01-28,Aruba
hCoV-19/Aruba/AW-RIVM-13658/2021|EPI_ISL_1090198|2021-02-12,EPI_ISL_1090198,2021-02-12,Aruba
hCoV-19/Aruba/AW-RIVM-14467/2021|EPI_ISL_1165595|2021-02-19,EPI_ISL_1165595,2021-02-19,Aruba
hCoV-19/Aruba/AW-RIVM-16732/2021|EPI_ISL_1289383|2021-02-27,EPI_ISL_1289383,2021-02-27,Aruba
hCoV-19/Aruba/AW-RIVM-26401/2021|EPI_ISL_1705874|2021-04-11,EPI_ISL_1705874,2021-04-11,Aruba
hCoV-19/Aruba/AW-RIVM-28050/2021|EPI_ISL_1961900|2021-04-20,EPI_ISL_1961900,2021-04-20,Aruba
hCoV-19/Aruba/AW-RIVM-28083/2021|EPI_ISL_1961916|2021-04-19,EPI_ISL_1961916,2021-04-19,Aruba
hCoV-19/Aruba/AW-RIVM-32178/2021|EPI_ISL_2218349|2021-05-03,EPI_ISL_2218349,2021-05-03,Aruba
hCoV-19/Aruba/AW-RIVM-32933/2021|EPI_ISL_2218696|2021-05-06,EPI_ISL_2218696,2021-05-06,Aruba
hCoV-19/Aruba/AW-RIVM-32981/2021|EPI_ISL_2218729|2021-05-07,EPI_ISL_2218729,2021-05-07,Aruba
hCoV-19/Aruba/AW-RIVM-33434/2021|EPI_ISL_2303014|2021-05-10,EPI_ISL_2303014,2021-05-10,Aruba
hCoV-19/Aruba/AW-RIVM-33455/2021|EPI_ISL_2303018|2021-05-10,EPI_ISL_2303018,2021-05-10,Aruba
hCoV-19/Aruba/AW-RIVM-33490/2021|EPI_ISL_2303027|2021-05-11,EPI_ISL_2303027,2021-05-11,Aruba
hCoV-19/Australia/NSW-R0054/2021|EPI_ISL_1010709|2021-02-04,EPI_ISL_1010709,2021-02-04,Australia
hCoV-19/Australia/NSW-R0167/2021|EPI_ISL_1315070|2021-03-18,EPI_ISL_1315070,2021-03-18,Australia
hCoV-19/Australia/NSW-R0244/2021|EPI_ISL_2107445|2021-05-02,EPI_ISL_2107445,2021-05-02,Australia
hCoV-19/Australia/NSW-R0245/2021|EPI_ISL_2107446|2021-05-03,EPI_ISL_2107446,2021-05-03,Australia
hCoV-19/Australia/NSW-R0261/2021|EPI_ISL_2107458|2021-05-07,EPI_ISL_2107458,2021-05-07,Australia
hCoV-19/Australia/NSW-R0264/2021|EPI_ISL_2107529|2021-05-09,EPI_ISL_2107529,2021-05-09,Australia
hCoV-19/Australia/NSW1104/2020|EPI_ISL_593719|2020-08-22,EPI_ISL_593719,2020-08-22,Australia
hCoV-19/Australia/NSW1153/2020|EPI_ISL_629006|2020-10-10,EPI_ISL_629006,2020-10-10,Australia
hCoV-19/Australia/NSW2456/2020|EPI_ISL_527018|2020-06-26,EPI_ISL_527018,2020-06-26,Australia
hCoV-19/Australia/NSW2914/2020|EPI_ISL_678367|2020-10-11,EPI_ISL_678367,2020-10-11,Australia
hCoV-19/Australia/NSW2915/2020|EPI_ISL_678368|2020-10-11,EPI_ISL_678368,2020-10-11,Australia
hCoV-19/Australia/NSW4006/2021|EPI_ISL_1005537|2021-01-14,EPI_ISL_1005537,2021-01-14,Australia
hCoV-19/Australia/NT160/2021|EPI_ISL_2250194|2021-04-14,EPI_ISL_2250194,2021-04-14,Australia
hCoV-19/Australia/QLD1781/2021|EPI_ISL_1424003|2021-03-29,EPI_ISL_1424003,2021-03-29,Australia
hCoV-19/Australia/VIC1097/2020|EPI_ISL_521865|2020-04-07,EPI_ISL_521865,2020-04-07,Australia
hCoV-19/Australia/VIC15644/2020|EPI_ISL_592854|2020-08-06,EPI_ISL_592854,2020-08-06,Australia
hCoV-19/Australia/WA624/2021|EPI_ISL_1069393|2021-02-21,EPI_ISL_1069393,2021-02-21,Australia
hCoV-19/Austria/CeMM0431/2020|EPI_ISL_475858|2020-03-25,EPI_ISL_475858,2020-03-25,Austria
hCoV-19/Austria/CeMM0717/2020|EPI_ISL_583666|2020-05-24,EPI_ISL_583666,2020-05-24,Austria
hCoV-19/Austria/CeMM1325/2020|EPI_ISL_853886|2020-06-18,EPI_ISL_853886,2020-06-18,Austria
hCoV-19/Austria/CeMM3541/2021|EPI_ISL_1117871|2021-01-28,EPI_ISL_1117871,2021-01-28,Austria
hCoV-19/Austria/CeMM3545/2021|EPI_ISL_1117870|2021-01-28,EPI_ISL_1117870,2021-01-28,Austria
hCoV-19/Austria/CeMM6669/2021|EPI_ISL_1583533|2021-03-24,EPI_ISL_1583533,2021-03-24,Austria
hCoV-19/Austria/CeMM7094/2020|EPI_ISL_1671123|2020-08-11,EPI_ISL_1671123,2020-08-11,Austria
hCoV-19/Austria/CeMM7660/2021|EPI_ISL_1840933|2021-04-10,EPI_ISL_1840933,2021-04-10,Austria
hCoV-19/Austria/CeMM7793/2020|EPI_ISL_2137097|2020-11-04,EPI_ISL_2137097,2020-11-04,Austria
hCoV-19/Austria/CeMM7840/2021|EPI_ISL_1965443|2021-04-14,EPI_ISL_1965443,2021-04-14,Austria
hCoV-19/Austria/CeMM7879/2021|EPI_ISL_1965466|2021-04-14,EPI_ISL_1965466,2021-04-14,Austria
hCoV-19/Austria/CeMM7884/2021|EPI_ISL_1965470|2021-04-13,EPI_ISL_1965470,2021-04-13,Austria
hCoV-19/Austria/CeMM9122/2021|EPI_ISL_2324359|2021-05-10,EPI_ISL_2324359,2021-05-10,Austria
hCoV-19/Austria/MUIV-0036/2021|EPI_ISL_1712584|2021-03-18,EPI_ISL_1712584,2021-03-18,Austria
hCoV-19/Austria/MUIV-0040/2021|EPI_ISL_1712588|2021-03-23,EPI_ISL_1712588,2021-03-23,Austria
hCoV-19/Austria/MUW_1323920/2020|EPI_ISL_913080|2020-10-12,EPI_ISL_913080,2020-10-12,Austria
hCoV-19/Austria/MUW_1377306/2021|EPI_ISL_1191135|2021-02-23,EPI_ISL_1191135,2021-02-23,Austria
hCoV-19/Azerbaijan/Aghayev-05/2021|EPI_ISL_882641|2021-01-04,EPI_ISL_882641,2021-01-04,Azerbaijan
hCoV-19/Azerbaijan/Aghayev-07/2021|EPI_ISL_882643|2021-01-05,EPI_ISL_882643,2021-01-05,Azerbaijan
hCoV-19/Azerbaijan/Aghayev-09/2021|EPI_ISL_2161030|2021-02-01,EPI_ISL_2161030,2021-02-01,Azerbaijan
hCoV-19/Azerbaijan/Aghayev-12/2021|EPI_ISL_2161167|2021-03-01,EPI_ISL_2161167,2021-03-01,Azerbaijan
hCoV-19/Bahamas/33826/2020|EPI_ISL_1415412|2020-07-28,EPI_ISL_1415412,2020-07-28,Bahamas
hCoV-19/Bahamas/33827/2020|EPI_ISL_1415411|2020-08-03,EPI_ISL_1415411,2020-08-03,Bahamas
hCoV-19/Bahamas/33847/2020|EPI_ISL_1415400|2020-11-06,EPI_ISL_1415400,2020-11-06,Bahamas
hCoV-19/Bahamas/33858/2020|EPI_ISL_1415393|2020-11-24,EPI_ISL_1415393,2020-11-24,Bahamas
hCoV-19/Bahrain/140008296/2020|EPI_ISL_510528|2020-06-23,EPI_ISL_510528,2020-06-23,Bahrain
hCoV-19/Bahrain/260104364/2020|EPI_ISL_682301|2020-10-26,EPI_ISL_682301,2020-10-26,Bahrain
hCoV-19/Bahrain/340685804/2020|EPI_ISL_682300|2020-09-14,EPI_ISL_682300,2020-09-14,Bahrain
hCoV-19/Bahrain/340859839_S13/2020|EPI_ISL_632274|2020-10-14,EPI_ISL_632274,2020-10-14,Bahrain
hCoV-19/Bahrain/340864151_S32/2020|EPI_ISL_632268|2020-10-14,EPI_ISL_632268,2020-10-14,Bahrain
hCoV-19/Bahrain/341709279/2021|EPI_ISL_1660463|2021-03-19,EPI_ISL_1660463,2021-03-19,Bahrain
hCoV-19/Bahrain/341726172/2021|EPI_ISL_1660466|2021-03-21,EPI_ISL_1660466,2021-03-21,Bahrain
hCoV-19/Bahrain/341726177/2021|EPI_ISL_1660467|2021-03-21,EPI_ISL_1660467,2021-03-21,Bahrain
hCoV-19/Bahrain/600104049/2021|EPI_ISL_1660437|2021-03-17,EPI_ISL_1660437,2021-03-17,Bahrain
hCoV-19/Bahrain/840056464/2021|EPI_ISL_1660427|2021-04-10,EPI_ISL_1660427,2021-04-10,Bahrain
hCoV-19/Bahrain/840056868/2021|EPI_ISL_1660429|2021-04-10,EPI_ISL_1660429,2021-04-10,Bahrain
hCoV-19/Bahrain/920860248/2021|EPI_ISL_1660456|2021-04-10,EPI_ISL_1660456,2021-04-10,Bahrain
hCoV-19/Bangladesh/BCSIR-DNAS-15/2021|EPI_ISL_1653926|2021-02-18,EPI_ISL_1653926,2021-02-18,Bangladesh
hCoV-19/Bangladesh/BCSIR-JU-06/2020|EPI_ISL_1714803|2020-11-04,EPI_ISL_1714803,2020-11-04,Bangladesh
hCoV-19/Bangladesh/BCSIR-NILMRC-284/2020|EPI_ISL_504176|2020-07-21,EPI_ISL_504176,2020-07-21,Bangladesh
hCoV-19/Bangladesh/BCSIR-NILMRC-679/2021|EPI_ISL_1533430|2021-03-14,EPI_ISL_1533430,2021-03-14,Bangladesh
hCoV-19/Bangladesh/BCSIR-NILMRC_423/2020|EPI_ISL_603245|2020-10-10,EPI_ISL_603245,2020-10-10,Bangladesh
hCoV-19/Bangladesh/BCSIR-SUST-08/2021|EPI_ISL_1542918|2021-01-27,EPI_ISL_1542918,2021-01-27,Bangladesh
hCoV-19/Bangladesh/BCSIR-SUST-32/2021|EPI_ISL_1805650|2021-01-29,EPI_ISL_1805650,2021-01-29,Bangladesh
hCoV-19/Bangladesh/BCSIR-SUST-53/2021|EPI_ISL_1563631|2021-01-27,EPI_ISL_1563631,2021-01-27,Bangladesh
hCoV-19/Bangladesh/CHRF-0080/2020|EPI_ISL_700331|2020-09-06,EPI_ISL_700331,2020-09-06,Bangladesh
hCoV-19/Bangladesh/CHRF-0087/2020|EPI_ISL_700336|2020-09-21,EPI_ISL_700336,2020-09-21,Bangladesh
hCoV-19/Bangladesh/CHRF-0169/2021|EPI_ISL_1360446|2021-02-20,EPI_ISL_1360446,2021-02-20,Bangladesh
hCoV-19/Bangladesh/CU-CTG-16/2020|EPI_ISL_1123267|2020-11-24,EPI_ISL_1123267,2020-11-24,Bangladesh
hCoV-19/Bangladesh/CU-CTG-79/2020|EPI_ISL_1133119|2020-08-26,EPI_ISL_1133119,2020-08-26,Bangladesh
hCoV-19/Bangladesh/DNAS-RAB-isl-82/2020|EPI_ISL_605908|2020-04-29,EPI_ISL_605908,2020-04-29,Bangladesh
hCoV-19/Bangladesh/IEDCR-JS002/2021|EPI_ISL_1915436|2021-04-28,EPI_ISL_1915436,2021-04-28,Bangladesh
hCoV-19/Bangladesh/IEDCR-OIS-0070/2021|EPI_ISL_2284893|2021-05-18,EPI_ISL_2284893,2021-05-18,Bangladesh
hCoV-19/Bangladesh/ideSHi-B-302302003/2021|EPI_ISL_1582395|2021-02-23,EPI_ISL_1582395,2021-02-23,Bangladesh
hCoV-19/Bangladesh/ideSHi-B-302502005/2021|EPI_ISL_1582397|2021-02-25,EPI_ISL_1582397,2021-02-25,Bangladesh
hCoV-19/Belarus/ChVir21878/2020|EPI_ISL_860813|2020-10-28,EPI_ISL_860813,2020-10-28,Belarus
hCoV-19/Belarus/ChVir21884/2020|EPI_ISL_860815|2020-10-29,EPI_ISL_860815,2020-10-29,Belarus
hCoV-19/Belarus/HO-RRCEM-MOZ11874S/2020|EPI_ISL_933533|2020-12-08,EPI_ISL_933533,2020-12-08,Belarus
hCoV-19/Belarus/MI-RRCEM-Sars_Cov_Vis_68/2021|EPI_ISL_1209407|2021-02-23,EPI_ISL_1209407,2021-02-23,Belarus
hCoV-19/Belarus/MN-RRCEM-Sars_Cov_2_sp_7/2021|EPI_ISL_1138983|2021-01-26,EPI_ISL_1138983,2021-01-26,Belarus
hCoV-19/Belarus/RRPCEM-VIS_1300/2021|EPI_ISL_1653933|2021-03-25,EPI_ISL_1653933,2021-03-25,Belarus
hCoV-19/Belarus/RRPCEM-VIS_50/2021|EPI_ISL_2080973|2021-02-23,EPI_ISL_2080973,2021-02-23,Belarus
hCoV-19/Belarus/RRPCEM_VIS_874/2021|EPI_ISL_2032231|2021-03-22,EPI_ISL_2032231,2021-03-22,Belarus
hCoV-19/Belgium/AZDelta-23022/2021|EPI_ISL_954778|2021-01-30,EPI_ISL_954778,2021-01-30,Belgium
hCoV-19/Belgium/AZKLINA121-103536/2021|EPI_ISL_2137733|2021-05-05,EPI_ISL_2137733,2021-05-05,Belgium
hCoV-19/Belgium/Jessa_11-2118-003125/2021|EPI_ISL_2031678|2021-05-05,EPI_ISL_2031678,2021-05-05,Belgium
hCoV-19/Belgium/Jessa_11-2120-000470/2021|EPI_ISL_2179294|2021-05-17,EPI_ISL_2179294,2021-05-17,Belgium
hCoV-19/Belgium/Jessa_11-2120-003872/2021|EPI_ISL_2322364|2021-05-19,EPI_ISL_2322364,2021-05-19,Belgium
hCoV-19/Belgium/Jessa_11-2120-004647LKO/2021|EPI_ISL_2322361|2021-05-20,EPI_ISL_2322361,2021-05-20,Belgium
hCoV-19/Belgium/Jessa_55-2108-000221/2021|EPI_ISL_1098885|2021-02-23,EPI_ISL_1098885,2021-02-23,Belgium
hCoV-19/Belgium/UGent-1197/2021|EPI_ISL_982274|2021-01-29,EPI_ISL_982274,2021-01-29,Belgium
hCoV-19/Belgium/UGent-1633/2021|EPI_ISL_1109853|2021-01-31,EPI_ISL_1109853,2021-01-31,Belgium
hCoV-19/Belgium/UGent-6399/2021|EPI_ISL_2192525|2021-04-28,EPI_ISL_2192525,2021-04-28,Belgium
hCoV-19/Belgium/ULG-10183/2020|EPI_ISL_455971|2020-05-09,EPI_ISL_455971,2020-05-09,Belgium
hCoV-19/Belgium/ULG-10271/2020|EPI_ISL_515078|2020-07-18,EPI_ISL_515078,2020-07-18,Belgium
hCoV-19/Belgium/ULG-10678/2020|EPI_ISL_636651|2020-10-26,EPI_ISL_636651,2020-10-26,Belgium
hCoV-19/Belgium/ULG-12046/2021|EPI_ISL_1058540|2021-01-28,EPI_ISL_1058540,2021-01-28,Belgium
hCoV-19/Belgium/UZA-UA-THX567/2021|EPI_ISL_2016820|2021-04-30,EPI_ISL_2016820,2021-04-30,Belgium
hCoV-19/Belgium/rega-09151142/2020|EPI_ISL_738223|2020-09-15,EPI_ISL_738223,2020-09-15,Belgium
hCoV-19/Belgium/rega-0917999/2020|EPI_ISL_734990|2020-09-17,EPI_ISL_734990,2020-09-17,Belgium
hCoV-19/Belgium/rega-2823/2021|EPI_ISL_995676|2021-01-28,EPI_ISL_995676,2021-01-28,Belgium
hCoV-19/Belgium/rega-2843/2021|EPI_ISL_1051051|2021-01-31,EPI_ISL_1051051,2021-01-31,Belgium
hCoV-19/Belgium/rega-4511/2021|EPI_ISL_1380940|2021-02-09,EPI_ISL_1380940,2021-02-09,Belgium
hCoV-19/Belize/BZ-CML-TCMC-BZ006-0920/2020|EPI_ISL_1822763|2020-09-18,EPI_ISL_1822763,2020-09-18,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ014-1020/2020|EPI_ISL_1822771|2020-10-21,EPI_ISL_1822771,2020-10-21,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ015-1020/2020|EPI_ISL_1822772|2020-10-21,EPI_ISL_1822772,2020-10-21,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ018-1120/2020|EPI_ISL_1822745|2020-11-05,EPI_ISL_1822745,2020-11-05,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ028-1220/2020|EPI_ISL_1822752|2020-12-25,EPI_ISL_1822752,2020-12-25,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ042-0121/2021|EPI_ISL_1822783|2021-01-05,EPI_ISL_1822783,2021-01-05,Belize
hCoV-19/Belize/BZ-CML-TCMC-BZ044-0121/2021|EPI_ISL_1822784|2021-01-05,EPI_ISL_1822784,2021-01-05,Belize
hCoV-19/Bermuda/205081286/2020|EPI_ISL_780402|2020-10-29,EPI_ISL_780402,2020-10-29,Bermuda
hCoV-19/Bolivia/21727/2021|EPI_ISL_2274033|2021-03-26,EPI_ISL_2274033,2021-03-26,Bolivia
hCoV-19/Bolivia/21738/2021|EPI_ISL_2274036|2021-03-27,EPI_ISL_2274036,2021-03-27,Bolivia
hCoV-19/Bolivia/21744/2021|EPI_ISL_2274040|2021-03-28,EPI_ISL_2274040,2021-03-28,Bolivia
hCoV-19/Bolivia/26953/2020|EPI_ISL_837550|2020-05-03,EPI_ISL_837550,2020-05-03,Bolivia
hCoV-19/Bolivia/26958/2020|EPI_ISL_837576|2020-03-31,EPI_ISL_837576,2020-03-31,Bolivia
hCoV-19/Bolivia/LPZ-3/2021|EPI_ISL_1278276|2021-01-28,EPI_ISL_1278276,2021-01-28,Bolivia
hCoV-19/Bolivia/Potosi-1/2021|EPI_ISL_1278281|2021-02-05,EPI_ISL_1278281,2021-02-05,Bolivia
hCoV-19/Bolivia/Sucre-1/2021|EPI_ISL_1278277|2021-02-18,EPI_ISL_1278277,2021-02-18,Bolivia
hCoV-19/Bonaire/BQ-RIVM-15574/2021|EPI_ISL_1232249|2021-02-11,EPI_ISL_1232249,2021-02-11,Bonaire
hCoV-19/Bonaire/BQ-RIVM-15655/2021|EPI_ISL_1232330|2021-02-17,EPI_ISL_1232330,2021-02-17,Bonaire
hCoV-19/Bonaire/BQ-RIVM-17575/2021|EPI_ISL_1371225|2021-03-05,EPI_ISL_1371225,2021-03-05,Bonaire
hCoV-19/Bonaire/BQ-RIVM-17610/2021|EPI_ISL_1371251|2021-03-04,EPI_ISL_1371251,2021-03-04,Bonaire
hCoV-19/Bonaire/BQ-RIVM-21052/2021|EPI_ISL_1457751|2021-03-07,EPI_ISL_1457751,2021-03-07,Bonaire
hCoV-19/Bonaire/BQ-RIVM-25778/2021|EPI_ISL_1705251|2021-04-06,EPI_ISL_1705251,2021-04-06,Bonaire
hCoV-19/Bonaire/BQ-RIVM-25812/2021|EPI_ISL_1705285|2021-04-02,EPI_ISL_1705285,2021-04-02,Bonaire
hCoV-19/Bonaire/BQ-RIVM-27386/2021|EPI_ISL_1792360|2021-04-08,EPI_ISL_1792360,2021-04-08,Bonaire
hCoV-19/Bonaire/BQ-RIVM-27410/2021|EPI_ISL_1792864|2021-04-12,EPI_ISL_1792864,2021-04-12,Bonaire
hCoV-19/Bosnia_and_Herzegovina/04-Sarajevo/2020|EPI_ISL_467300|2020-04-08,EPI_ISL_467300,2020-04-08,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/AGCOB4239/2021|EPI_ISL_2029122|2021-05-05,EPI_ISL_2029122,2021-05-05,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/AGCOB820/2021|EPI_ISL_1731081|2021-02-08,EPI_ISL_1731081,2021-02-08,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/EL281/2021|EPI_ISL_2029260|2021-05-04,EPI_ISL_2029260,2021-05-04,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS1Z-2287/2021|EPI_ISL_1300655|2021-03-04,EPI_ISL_1300655,2021-03-04,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS21214/2021|EPI_ISL_1300645|2021-02-24,EPI_ISL_1300645,2021-02-24,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS21606/2021|EPI_ISL_1300658|2021-02-25,EPI_ISL_1300658,2021-02-25,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS25235/2021|EPI_ISL_1300650|2021-03-03,EPI_ISL_1300650,2021-03-03,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS27634/2021|EPI_ISL_1300647|2021-03-07,EPI_ISL_1300647,2021-03-07,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS28628/2021|EPI_ISL_1240075|2021-03-08,EPI_ISL_1240075,2021-03-08,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/KCUS2Z-2284/2021|EPI_ISL_1300654|2021-03-04,EPI_ISL_1300654,2021-03-04,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI004/2020|EPI_ISL_955144|2020-08-20,EPI_ISL_955144,2020-08-20,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI007/2020|EPI_ISL_955150|2020-10-06,EPI_ISL_955150,2020-10-06,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI008/2020|EPI_ISL_955151|2020-10-28,EPI_ISL_955151,2020-10-28,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI011/2020|EPI_ISL_955169|2020-12-03,EPI_ISL_955169,2020-12-03,Bosnia and Herzegovina
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI027/2021|EPI_ISL_1016843|2021-01-28,EPI_ISL_1016843,2021-01-28,Bosnia and Herzegovina
hCoV-19/Botswana/1224-IN462/2020|EPI_ISL_770470|2020-12-24,EPI_ISL_770470,2020-12-24,Botswana
hCoV-19/Botswana/BOT2283/2020|EPI_ISL_560385|2020-04-07,EPI_ISL_560385,2020-04-07,Botswana
hCoV-19/Botswana/BOT324557/2021|EPI_ISL_1677729|2021-01-26,EPI_ISL_1677729,2021-01-26,Botswana
hCoV-19/Botswana/BOT330770/2021|EPI_ISL_1677722|2021-01-27,EPI_ISL_1677722,2021-01-27,Botswana
hCoV-19/Botswana/BOT360438/2021|EPI_ISL_1677737|2021-02-04,EPI_ISL_1677737,2021-02-04,Botswana
hCoV-19/Botswana/BOT361367/2021|EPI_ISL_1677718|2021-02-05,EPI_ISL_1677718,2021-02-05,Botswana
hCoV-19/Botswana/R06B49_BHP_CV1616654/2021|EPI_ISL_1296316|2021-03-10,EPI_ISL_1296316,2021-03-10,Botswana
