taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
hCoV-19/Papua_New_Guinea/PNG3140/2020|EPI_ISL_7737973|2020-09-03,B.6.8,0.52,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,Alt assignments: A.2;B.6;B.6.8
hCoV-19/Thailand/SI202769-NT/2020|EPI_ISL_437614|2020-02-25,B,0.27,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/TX-CDC-03050000-001/2020|EPI_ISL_411956|2020-02-11,A,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Thailand/SI200468-NT/2020|EPI_ISL_437620|2020-01-25,A.6,0.03,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Panama/333694/2020|EPI_ISL_496753|2020-03-23,A.3,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/USA/TX-HMH-568/2020|EPI_ISL_546940|2020-04-09,A.3,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-CDC-02982586-001/2020|EPI_ISL_404895|2020-01-19,A,0.02,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-S89/2020|EPI_ISL_417142|2020-02-29,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-S96/2020|EPI_ISL_417149|2020-02-28,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Ecuador/USFQ-165/2020|EPI_ISL_516650|2020-07-22,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/WA-S666/2020|EPI_ISL_438219|2020-04-22,A.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Paraguay/WOR12903A659/2020|EPI_ISL_6944549|2020-04-09,A.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Mexico/QUE-InDRE-04/2020|EPI_ISL_424670|2020-03-10,A.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Djibouti/NAMRU3_003/2020|EPI_ISL_3920378|2020-05-11,A,0.0,0.93,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,
hCoV-19/Cote_d'Ivoire/BKE0016/2020|EPI_ISL_614349|2020-05-29,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Ghana/84162_S45/2020|EPI_ISL_515103|2020-04-25,A,0.0,0.96,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
hCoV-19/Togo/C5960/2021|EPI_ISL_1586897|2021-01-25,A.27,0.0,0.96,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.06,
hCoV-19/Uzbekistan/Tashkent-CGB-27/2020|EPI_ISL_1477048|2020-12-07,A.24,0.52,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: A;A.24
hCoV-19/Uganda/UG150/2020|EPI_ISL_954253|2020-09-01,A.23,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Uganda/UG215/2021|EPI_ISL_1469313|2021-01-21,A.23.1,0.0,1.0,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/DRC/7174/2021|EPI_ISL_1623757|2021-01-16,A.23.1,0.01,0.9,A.23.1-like,0.83,0.17,scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.1,Alt assignments: A;A.23.1
hCoV-19/Timor-Leste/TL27/2020|EPI_ISL_4761499|2020-11-29,A.23.1,0.17,0.98,A.23.1-like,0.83,0.08,scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 1; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,Alt assignments: A.23;A.23.1
hCoV-19/Uganda/UG275/2020|EPI_ISL_1469366|2020-11-17,A.23.1,0.0,1.0,A.23.1-like,0.92,0.08,scorpio call: Alt alleles 11; Ref alleles 1; Amb alleles 0; Oth alleles 0,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Uganda/UG002/2020|EPI_ISL_451184|2020-03-26,A,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Gabon/LPDG0439/2021|EPI_ISL_3129931|2021-02-24,A.21,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Burkina_Faso/B05-2032/2020|EPI_ISL_1299492|2020-10-08,A.19,0.0,0.96,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,
hCoV-19/Cote_d'Ivoire/BKE0965/2020|EPI_ISL_614393|2020-09-04,A.18,0.38,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Burkina_Faso/CV1754/2020|EPI_ISL_4255023|2020-07-02,A.18,0.14,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: A;A.18
hCoV-19/Burkina_Faso/CV1883/2021|EPI_ISL_4255110|2021-03-27,A.18,0.34,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.06,Alt assignments: A;A.18
hCoV-19/Panama/GMI-PA425903/2020|EPI_ISL_1225513|2020-07-17,A.2,0.0,0.98,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Panama/GMI-PA174/2020|EPI_ISL_1502848|2020-05-18,A.2.4,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA341363/2020|EPI_ISL_1225330|2020-04-14,A.2.4,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA380510/2020|EPI_ISL_1225467|2020-06-11,A.2.4,0.0,0.98,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Panama/GMI-PA398110/2020|EPI_ISL_1225489|2020-06-26,A.2.4,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/332238/2020|EPI_ISL_496705|2020-03-14,A.2.4,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Panama/334256/2020|EPI_ISL_496770|2020-03-26,A.2.4,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Panama/340232/2020|EPI_ISL_496904|2020-04-13,A.2.4,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Panama/341269/2020|EPI_ISL_496914|2020-04-15,A.2.4,0.14,0.97,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
hCoV-19/Panama/GMI-PA361624/2020|EPI_ISL_1225407|2020-05-14,A.2.4,0.0,0.96,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.05,
hCoV-19/Panama/GMI-PA362250/2020|EPI_ISL_1225415|2020-05-14,A.2.4,0.0,0.98,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Panama/GMI-PA376271/2020|EPI_ISL_1001457|2020-06-07,A.2.4,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
hCoV-19/Panama/GMI-PA627940/2020|EPI_ISL_1502937|2020-12-29,A.2.4,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA369154/2020|EPI_ISL_1225447|2020-05-28,A.2.4,0.0,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA369144/2020|EPI_ISL_1225440|2020-05-28,A.2.4,0.0,0.98,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.03,
hCoV-19/Panama/GMI-PA369152/2020|EPI_ISL_1225446|2020-05-28,A.2.4,0.0,0.94,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,
hCoV-19/Panama/GMI-PA369162/2020|EPI_ISL_1225450|2020-05-28,A.2.4,0.0,0.93,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.09,
hCoV-19/Panama/GMI-PA425780/2020|EPI_ISL_1225511|2020-07-14,A.2.4,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA427748/2020|EPI_ISL_1225518|2020-07-21,A.2.4,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PACNB22631/2021|EPI_ISL_4744541|2021-03-19,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA650555/2021|EPI_ISL_1502978|2021-01-08,A.2.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Panama/GMI-PA571783/2020|EPI_ISL_1225574|2020-11-29,A.2.5,0.0,0.92,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,
hCoV-19/Panama/GMI-PA677127/2021|EPI_ISL_1503132|2021-01-20,A.2.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Costa_Rica/INC-0712/2021|EPI_ISL_2827982|2021-05-25,A.2.5.2,0.08,0.99,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Costa_Rica/INC-0699/2021|EPI_ISL_2827969|2021-05-28,A.2.5.1,0.08,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Panama/GMI-PAFQ095/2021|EPI_ISL_5196358|2021-04-23,A.2.5.1,0.19,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,Alt assignments: A.2.5;A.2.5.1
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1950-650394/2021|EPI_ISL_7711741|2021-01-28,A.2.5.1,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Costa_Rica/HNN-0391/2021|EPI_ISL_1527011|2021-02-17,A.2.5.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Costa_Rica/INC-0592/2021|EPI_ISL_2272978|2021-04-19,A.2.5.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Costa_Rica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1939-649109/2021|EPI_ISL_7711739|2021-01-21,A.2.5.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Panama/GMI-PA727061/2021|EPI_ISL_4744592|2021-03-28,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA695146/2021|EPI_ISL_1503049|2021-02-03,A.2.5,0.0,0.99,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Sint_Maarten/SX-RIVM-23081/2021|EPI_ISL_1595963|2021-02-27,A.2.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Panama/GMI-PA704990/2021|EPI_ISL_1503100|2021-02-17,A.2.5,0.0,0.95,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.05,Assigned from designation hash.
hCoV-19/El_Salvador/INC-LNSP-005/2021|EPI_ISL_5158242|2021-05-05,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA653035/2021|EPI_ISL_1502980|2021-01-09,A.2.5,0.0,0.91,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,
hCoV-19/El_Salvador/INC-LNSP-007/2021|EPI_ISL_5158244|2021-05-05,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Panama/GMI-PA699220/2021|EPI_ISL_1503074|2021-02-08,A.2.5,0.0,0.98,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/Honduras/CM-USAFSAM-S4223/2021|EPI_ISL_3375859|2021-05-27,A.2.5,0.13,0.94,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.08,
hCoV-19/Honduras/CM-USAFSAM-S4221/2021|EPI_ISL_3375857|2021-05-27,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Guatemala/2962/2021|EPI_ISL_4029284|2021-06-24,A.2.5,0.19,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Costa_Rica/INC-0646/2021|EPI_ISL_2502744|2021-05-11,A.2.5,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Belize/CML-62/2021|EPI_ISL_4296367|2021-05-11,A.2.5,0.0,0.93,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.07,
hCoV-19/Guatemala/ASI4195/2021|EPI_ISL_3835403|2021-07-01,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Guatemala/ASI4197/2021|EPI_ISL_3835404|2021-07-05,A.2.5,0.0,1.0,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Saudi_Arabia/KAUST-MAKKAH200/2020|EPI_ISL_678047|2020-04-06,B.1.260,0.17,0.97,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.05,Assigned from designation hash.
hCoV-19/Germany/BY-ChVir-1017/2020|EPI_ISL_450209|2020-01-30,B.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Switzerland/GE-HUG-VD0503/2020|EPI_ISL_415459|2020-02-29,B.1.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Denmark/SSI-01/2020|EPI_ISL_416142|2020-02-26,B.1.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Mexico/GUA-IBT-IMSS-498/2020|EPI_ISL_1301468|2020-05-11,B.1.1,0.14,0.97,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.04,
hCoV-19/Canada/NS-NML-1348/2020|EPI_ISL_579725|2020-04-13,L.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Azerbaijan/Aghayev-05/2021|EPI_ISL_882641|2021-01-04,B.1.1.10,0.12,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Latvia/134/2020|EPI_ISL_639631|2020-08-27,S.1,0.1,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Latvia/176/2020|EPI_ISL_639673|2020-09-29,S.1,0.0,1.0,,,,,PANGO-v1.2.133,4.0.2,0.3.16,v0.1.4,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/Greece/6462/2020|EPI_ISL_2301773|2020-07-30,B.1.1,0.03,0.99,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.02,
hCoV-19/Ireland/D-U-MAY-000251/2020|EPI_ISL_5248212|2020-02-20,B.1.1,0.0,0.88,,,,,PLEARN-v1.2.133,4.0.2,0.3.16,v0.1.4,False,pass,Ambiguous_content:0.11,
